"",BBSSY.D.REN.EUR.A630.000000WT1010.A,BBSSY.D.REN.EUR.A630.000000WT1010.A_FLAGS,BBSSY.D.REN.EUR.A620.000000WT0505.A,BBSSY.D.REN.EUR.A620.000000WT0505.A_FLAGS,BBSSY.D.REN.EUR.A610.000000WT0202.A,BBSSY.D.REN.EUR.A610.000000WT0202.A_FLAGS
"",Daily yield of the current 10 year federal bond,,Daily yield of the current five-year Federal notes,,Daily yield of the current (two-year) Federal Treasury notes,
unit,PROZENT,,PROZENT,,PROZENT,
unit multiplier,one,,one,,one,
last update,2024-04-29 12:32:56,,2024-04-29 12:32:55,,2024-04-29 12:32:41,
2013-09-28,.,No value available,.,No value available,,
2013-09-29,.,No value available,.,No value available,,
2013-09-30,1.77,,0.79,,,
2013-10-01,1.81,,0.82,,,
2013-10-02,1.80,,0.81,,,
2013-10-03,1.84,,0.85,,,
2013-10-04,1.82,,0.84,,,
2013-10-05,.,No value available,.,No value available,,
2013-10-06,.,No value available,.,No value available,,
2013-10-07,1.82,,0.84,,,
2013-10-08,1.82,,0.83,,,
2013-10-09,1.79,,0.81,,,
2013-10-10,1.85,,0.85,,,
2013-10-11,1.87,,0.86,,,
2013-10-12,.,No value available,.,No value available,,
2013-10-13,.,No value available,.,No value available,,
2013-10-14,1.86,,0.84,,,
2013-10-15,1.90,,0.87,,,
2013-10-16,1.92,,0.88,,,
2013-10-17,1.89,,0.87,,,
2013-10-18,1.84,,0.81,,,
2013-10-19,.,No value available,.,No value available,,
2013-10-20,.,No value available,.,No value available,,
2013-10-21,1.84,,0.82,,,
2013-10-22,1.85,,0.83,,,
2013-10-23,1.77,,0.75,,,
2013-10-24,1.77,,0.76,,,
2013-10-25,1.76,,0.78,,,
2013-10-26,.,No value available,.,No value available,,
2013-10-27,.,No value available,.,No value available,,
2013-10-28,1.76,,0.78,,,
2013-10-29,1.74,,0.76,,,
2013-10-30,1.71,,0.72,,,
2013-10-31,1.66,,0.66,,,
2013-11-01,1.68,,0.65,,,
2013-11-02,.,No value available,.,No value available,,
2013-11-03,.,No value available,.,No value available,,
2013-11-04,1.69,,0.65,,,
2013-11-05,1.71,,0.70,,,
2013-11-06,1.73,,0.72,,,
2013-11-07,1.74,,0.70,,,
2013-11-08,1.70,,0.65,,,
2013-11-09,.,No value available,.,No value available,,
2013-11-10,.,No value available,.,No value available,,
2013-11-11,1.74,,0.67,,,
2013-11-12,1.78,,0.69,,,
2013-11-13,1.77,,0.67,,,
2013-11-14,1.72,,0.63,,,
2013-11-15,1.70,,0.64,,,
2013-11-16,.,No value available,.,No value available,,
2013-11-17,.,No value available,.,No value available,,
2013-11-18,1.71,,0.65,,,
2013-11-19,1.70,,0.65,,,
2013-11-20,1.75,,0.68,,,
2013-11-21,1.75,,0.66,,,
2013-11-22,1.77,,0.69,,,
2013-11-23,.,No value available,.,No value available,,
2013-11-24,.,No value available,.,No value available,,
2013-11-25,1.73,,0.66,,,
2013-11-26,1.71,,0.66,,,
2013-11-27,1.70,,0.66,,,
2013-11-28,1.72,,0.67,,,
2013-11-29,1.69,,0.65,,,
2013-11-30,.,No value available,.,No value available,,
2013-12-01,.,No value available,.,No value available,,
2013-12-02,1.73,,0.69,,,
2013-12-03,1.75,,0.69,,,
2013-12-04,1.75,,0.69,,,
2013-12-05,1.80,,0.74,,,
2013-12-06,1.85,,0.82,,,
2013-12-07,.,No value available,.,No value available,,
2013-12-08,.,No value available,.,No value available,,
2013-12-09,1.84,,0.81,,,
2013-12-10,1.83,,0.80,,,
2013-12-11,1.83,,0.80,,,
2013-12-12,1.83,,0.80,,,
2013-12-13,1.84,,0.82,,,
2013-12-14,.,No value available,.,No value available,,
2013-12-15,.,No value available,.,No value available,,
2013-12-16,1.83,,0.82,,,
2013-12-17,1.83,,0.81,,,
2013-12-18,1.82,,0.80,,,
2013-12-19,1.85,,0.84,,,
2013-12-20,1.87,,0.87,,,
2013-12-21,.,No value available,.,No value available,,
2013-12-22,.,No value available,.,No value available,,
2013-12-23,1.88,,0.90,,,
2013-12-24,.,Missing value; holiday or weekend,.,No value available,,
2013-12-25,.,Missing value; holiday or weekend,.,No value available,,
2013-12-26,.,Missing value; holiday or weekend,.,No value available,,
2013-12-27,1.93,,0.94,,,
2013-12-28,.,No value available,.,No value available,,
2013-12-29,.,No value available,.,No value available,,
2013-12-30,1.96,,0.95,,,
2013-12-31,.,No value available,.,No value available,,
2014-01-01,.,No value available,.,No value available,,
2014-01-02,1.95,,0.95,,0.21,
2014-01-03,1.94,,0.93,,0.21,
2014-01-04,.,No value available,.,No value available,.,No value available
2014-01-05,.,No value available,.,No value available,.,No value available
2014-01-06,1.91,,0.89,,0.20,
2014-01-07,1.90,,0.89,,0.21,
2014-01-08,1.88,,0.87,,0.21,
2014-01-09,1.92,,0.92,,0.23,
2014-01-10,1.89,,0.88,,0.21,
2014-01-11,.,No value available,.,No value available,.,No value available
2014-01-12,.,No value available,.,No value available,.,No value available
2014-01-13,1.84,,0.82,,0.18,
2014-01-14,1.81,,0.80,,0.18,
2014-01-15,1.82,,0.91,,0.20,
2014-01-16,1.82,,0.92,,0.21,
2014-01-17,1.77,,0.85,,0.18,
2014-01-18,.,No value available,.,No value available,.,No value available
2014-01-19,.,No value available,.,No value available,.,No value available
2014-01-20,1.75,,0.84,,0.16,
2014-01-21,1.76,,0.83,,0.17,
2014-01-22,1.75,,0.83,,0.17,
2014-01-23,1.75,,0.83,,0.17,
2014-01-24,1.66,,0.75,,0.13,
2014-01-25,.,No value available,.,No value available,.,No value available
2014-01-26,.,No value available,.,No value available,.,No value available
2014-01-27,1.67,,0.75,,0.13,
2014-01-28,1.69,,0.77,,0.14,
2014-01-29,1.78,,0.76,,0.12,
2014-01-30,1.71,,0.70,,0.09,
2014-01-31,1.67,,0.67,,0.08,
2014-02-01,.,No value available,.,No value available,.,No value available
2014-02-02,.,No value available,.,No value available,.,No value available
2014-02-03,1.66,,0.65,,0.08,
2014-02-04,1.64,,0.65,,0.07,
2014-02-05,1.62,,0.63,,0.07,
2014-02-06,1.66,,0.67,,0.10,
2014-02-07,1.67,,0.67,,0.09,
2014-02-08,.,No value available,.,No value available,.,No value available
2014-02-09,.,No value available,.,No value available,.,No value available
2014-02-10,1.66,,0.67,,0.10,
2014-02-11,1.69,,0.69,,0.11,
2014-02-12,1.68,,0.67,,0.12,
2014-02-13,1.68,,0.66,,0.10,
2014-02-14,1.67,,0.66,,0.11,
2014-02-15,.,No value available,.,No value available,.,No value available
2014-02-16,.,No value available,.,No value available,.,No value available
2014-02-17,1.69,,0.68,,0.12,
2014-02-18,1.66,,0.65,,0.10,
2014-02-19,1.65,,0.63,,0.10,
2014-02-20,1.66,,0.65,,0.11,
2014-02-21,1.67,,0.67,,0.12,
2014-02-22,.,No value available,.,No value available,.,No value available
2014-02-23,.,No value available,.,No value available,.,No value available
2014-02-24,1.67,,0.68,,0.12,
2014-02-25,1.69,,0.69,,0.13,
2014-02-26,1.65,,0.67,,0.12,
2014-02-27,1.56,,0.58,,0.08,
2014-02-28,1.61,,0.65,,0.12,
2014-03-01,.,No value available,.,No value available,.,No value available
2014-03-02,.,No value available,.,No value available,.,No value available
2014-03-03,1.57,,0.62,,0.11,
2014-03-04,1.59,,0.63,,0.11,
2014-03-05,1.62,,0.64,,0.12,
2014-03-06,1.62,,0.64,,0.12,
2014-03-07,1.64,,0.67,,0.16,
2014-03-08,.,No value available,.,No value available,.,No value available
2014-03-09,.,No value available,.,No value available,.,No value available
2014-03-10,1.64,,0.69,,0.18,
2014-03-11,1.61,,0.65,,0.16,
2014-03-12,1.60,,0.64,,0.16,
2014-03-13,1.59,,0.63,,0.16,
2014-03-14,1.54,,0.58,,0.13,
2014-03-15,.,No value available,.,No value available,.,No value available
2014-03-16,.,No value available,.,No value available,.,No value available
2014-03-17,1.56,,0.60,,0.15,
2014-03-18,1.56,,0.60,,0.15,
2014-03-19,1.58,,0.62,,0.16,
2014-03-20,1.65,,0.70,,0.20,
2014-03-21,1.64,,0.70,,0.21,
2014-03-22,.,No value available,.,No value available,.,No value available
2014-03-23,.,No value available,.,No value available,.,No value available
2014-03-24,1.64,,0.71,,0.21,
2014-03-25,1.57,,0.64,,0.19,
2014-03-26,1.57,,0.62,,0.16,
2014-03-27,1.54,,0.64,,0.15,
2014-03-28,1.53,,0.63,,0.12,
2014-03-29,.,No value available,.,No value available,.,No value available
2014-03-30,.,No value available,.,No value available,.,No value available
2014-03-31,1.57,,0.67,,0.16,
2014-04-01,1.58,,0.68,,0.16,
2014-04-02,1.59,,0.69,,0.18,
2014-04-03,1.62,,0.72,,0.19,
2014-04-04,1.61,,0.70,,0.19,
2014-04-05,.,No value available,.,No value available,.,No value available
2014-04-06,.,No value available,.,No value available,.,No value available
2014-04-07,1.57,,0.66,,0.17,
2014-04-08,1.55,,0.66,,0.17,
2014-04-09,1.57,,0.67,,0.18,
2014-04-10,1.53,,0.64,,0.16,
2014-04-11,1.53,,0.64,,0.17,
2014-04-12,.,No value available,.,No value available,.,No value available
2014-04-13,.,No value available,.,No value available,.,No value available
2014-04-14,1.51,,0.62,,0.14,
2014-04-15,1.52,,0.62,,0.14,
2014-04-16,1.49,,0.60,,0.14,
2014-04-17,1.49,,0.61,,0.14,
2014-04-18,.,Missing value; holiday or weekend,.,Missing value; holiday or weekend,.,Missing value; holiday or weekend
2014-04-19,.,No value available,.,No value available,.,No value available
2014-04-20,.,No value available,.,No value available,.,No value available
2014-04-21,.,Missing value; holiday or weekend,.,Missing value; holiday or weekend,.,Missing value; holiday or weekend
2014-04-22,1.53,,0.65,,0.17,
2014-04-23,1.54,,0.64,,0.17,
2014-04-24,1.54,,0.67,,0.19,
2014-04-25,1.51,,0.65,,0.18,
2014-04-26,.,No value available,.,No value available,.,No value available
2014-04-27,.,No value available,.,No value available,.,No value available
2014-04-28,1.49,,0.64,,0.17,
2014-04-29,1.53,,0.65,,0.18,
2014-04-30,1.52,,0.63,,0.16,
2014-05-01,.,Missing value; holiday or weekend,.,Missing value; holiday or weekend,.,Missing value; holiday or weekend
2014-05-02,1.47,,0.60,,0.14,
2014-05-03,.,No value available,.,No value available,.,No value available
2014-05-04,.,No value available,.,No value available,.,No value available
2014-05-05,1.44,,0.57,,0.13,
2014-05-06,1.47,,0.59,,0.14,
2014-05-07,1.45,,0.58,,0.14,
2014-05-08,1.48,,0.61,,0.16,
2014-05-09,1.44,,0.55,,0.11,
2014-05-10,.,No value available,.,No value available,.,No value available
2014-05-11,.,No value available,.,No value available,.,No value available
2014-05-12,1.46,,0.57,,0.14,
2014-05-13,1.46,,0.56,,0.12,
2014-05-14,1.39,,0.49,,0.10,
2014-05-15,1.36,,0.47,,0.09,
2014-05-16,1.33,,0.45,,0.09,
2014-05-17,.,No value available,.,No value available,.,No value available
2014-05-18,.,No value available,.,No value available,.,No value available
2014-05-19,1.32,,0.45,,0.08,
2014-05-20,1.34,,0.46,,0.08,
2014-05-21,1.42,,0.46,,0.07,
2014-05-22,1.41,,0.47,,0.07,
2014-05-23,1.41,,0.46,,0.06,
2014-05-24,.,No value available,.,No value available,.,No value available
2014-05-25,.,No value available,.,No value available,.,No value available
2014-05-26,1.42,,0.46,,0.06,
2014-05-27,1.41,,0.45,,0.05,
2014-05-28,1.37,,0.42,,0.05,
2014-05-29,1.34,,0.41,,0.05,
2014-05-30,1.37,,0.44,,0.06,
2014-05-31,.,No value available,.,No value available,.,No value available
2014-06-01,.,No value available,.,No value available,.,No value available
2014-06-02,1.34,,0.41,,0.05,
2014-06-03,1.38,,0.44,,0.06,
2014-06-04,1.40,,0.45,,0.05,
2014-06-05,1.44,,0.46,,0.04,
2014-06-06,1.37,,0.39,,0.04,
2014-06-07,.,No value available,.,No value available,.,No value available
2014-06-08,.,No value available,.,No value available,.,No value available
2014-06-09,1.35,,0.38,,0.05,
2014-06-10,1.38,,0.41,,0.05,
2014-06-11,1.42,,0.43,,0.06,
2014-06-12,1.40,,0.41,,0.03,
2014-06-13,1.37,,0.39,,0.03,
2014-06-14,.,No value available,.,No value available,.,No value available
2014-06-15,.,No value available,.,No value available,.,No value available
2014-06-16,1.36,,0.39,,0.02,
2014-06-17,1.37,,0.41,,0.03,
2014-06-18,1.39,,0.42,,0.04,
2014-06-19,1.34,,0.39,,0.04,
2014-06-20,1.34,,0.39,,0.04,
2014-06-21,.,No value available,.,No value available,.,No value available
2014-06-22,.,No value available,.,No value available,.,No value available
2014-06-23,1.33,,0.38,,0.03,
2014-06-24,1.31,,0.38,,0.04,
2014-06-25,1.31,,0.38,,0.04,
2014-06-26,1.26,,0.35,,0.03,
2014-06-27,1.25,,0.35,,0.03,
2014-06-28,.,No value available,.,No value available,.,No value available
2014-06-29,.,No value available,.,No value available,.,No value available
2014-06-30,1.25,,0.36,,0.03,
2014-07-01,1.26,,0.35,,0.03,
2014-07-02,1.24,,0.34,,0.02,
2014-07-03,1.30,,0.37,,0.02,
2014-07-04,1.27,,0.35,,0.01,
2014-07-05,.,No value available,.,No value available,.,No value available
2014-07-06,.,No value available,.,No value available,.,No value available
2014-07-07,1.27,,0.33,,0.02,
2014-07-08,1.25,,0.33,,0.02,
2014-07-09,1.22,,0.31,,0.02,
2014-07-10,1.19,,0.30,,0.01,
2014-07-11,1.21,,0.31,,0.02,
2014-07-12,.,No value available,.,No value available,.,No value available
2014-07-13,.,No value available,.,No value available,.,No value available
2014-07-14,1.21,,0.31,,0.02,
2014-07-15,1.19,,0.30,,0.01,
2014-07-16,1.20,,0.31,,0.02,
2014-07-17,1.17,,0.30,,0.02,
2014-07-18,1.15,,0.30,,0.03,
2014-07-19,.,No value available,.,No value available,.,No value available
2014-07-20,.,No value available,.,No value available,.,No value available
2014-07-21,1.15,,0.30,,0.02,
2014-07-22,1.16,,0.31,,0.03,
2014-07-23,1.16,,0.31,,0.03,
2014-07-24,1.17,,0.32,,0.03,
2014-07-25,1.17,,0.32,,0.03,
2014-07-26,.,No value available,.,No value available,.,No value available
2014-07-27,.,No value available,.,No value available,.,No value available
2014-07-28,1.16,,0.32,,0.03,
2014-07-29,1.13,,0.30,,0.03,
2014-07-30,1.12,,0.30,,0.02,
2014-07-31,1.15,,0.31,,0.02,
2014-08-01,1.18,,0.32,,0.02,
2014-08-02,.,No value available,.,No value available,.,No value available
2014-08-03,.,No value available,.,No value available,.,No value available
2014-08-04,1.13,,0.30,,0.02,
2014-08-05,1.15,,0.31,,0.02,
2014-08-06,1.12,,0.28,,0.02,
2014-08-07,1.09,,0.26,,0.00,
2014-08-08,1.03,,0.25,,0.00,
2014-08-09,.,No value available,.,No value available,.,No value available
2014-08-10,.,No value available,.,No value available,.,No value available
2014-08-11,1.06,,0.25,,0.00,
2014-08-12,1.06,,0.25,,-0.01,
2014-08-13,1.08,,0.25,,0.00,
2014-08-14,1.01,,0.21,,-0.01,
2014-08-15,1.01,,0.22,,0.00,
2014-08-16,.,No value available,.,No value available,.,No value available
2014-08-17,.,No value available,.,No value available,.,No value available
2014-08-18,1.00,,0.22,,-0.01,
2014-08-19,1.00,,0.22,,-0.01,
2014-08-20,1.00,,0.22,,0.00,
2014-08-21,1.00,,0.23,,0.00,
2014-08-22,0.98,,0.22,,0.00,
2014-08-23,.,No value available,.,No value available,.,No value available
2014-08-24,.,No value available,.,No value available,.,No value available
2014-08-25,0.94,,0.17,,-0.04,
2014-08-26,0.93,,0.19,,-0.02,
2014-08-27,0.92,,0.18,,-0.02,
2014-08-28,0.91,,0.18,,-0.02,
2014-08-29,0.90,,0.19,,-0.02,
2014-08-30,.,No value available,.,No value available,.,No value available
2014-08-31,.,No value available,.,No value available,.,No value available
2014-09-01,0.88,,0.16,,-0.04,
2014-09-02,0.92,,0.18,,-0.04,
2014-09-03,0.96,,0.26,,-0.03,
2014-09-04,0.94,,0.25,,-0.03,
2014-09-05,0.96,,0.20,,-0.08,
2014-09-06,.,No value available,.,No value available,.,No value available
2014-09-07,.,No value available,.,No value available,.,No value available
2014-09-08,0.92,,0.18,,-0.08,
2014-09-09,0.99,,0.22,,-0.08,
2014-09-10,1.05,,0.23,,-0.07,
2014-09-11,1.02,,0.20,,-0.08,
2014-09-12,1.06,,0.22,,-0.07,
2014-09-13,.,No value available,.,No value available,.,No value available
2014-09-14,.,No value available,.,No value available,.,No value available
2014-09-15,1.08,,0.23,,-0.07,
2014-09-16,1.04,,0.21,,-0.07,
2014-09-17,1.05,,0.21,,-0.06,
2014-09-18,1.07,,0.22,,-0.07,
2014-09-19,1.09,,0.25,,-0.05,
2014-09-20,.,No value available,.,No value available,.,No value available
2014-09-21,.,No value available,.,No value available,.,No value available
2014-09-22,1.03,,0.21,,-0.06,
2014-09-23,1.00,,0.19,,-0.07,
2014-09-24,1.00,,0.20,,-0.05,
2014-09-25,1.00,,0.19,,-0.06,
2014-09-26,0.95,,0.17,,-0.07,
2014-09-27,.,No value available,.,No value available,.,No value available
2014-09-28,.,No value available,.,No value available,.,No value available
2014-09-29,0.98,,0.17,,-0.07,
2014-09-30,0.97,,0.16,,-0.07,
2014-10-01,0.94,,0.14,,-0.08,
2014-10-02,0.91,,0.13,,-0.08,
2014-10-03,.,Missing value; holiday or weekend,.,Missing value; holiday or weekend,.,Missing value; holiday or weekend
2014-10-04,.,No value available,.,No value available,.,No value available
2014-10-05,.,No value available,.,No value available,.,No value available
2014-10-06,0.91,,0.16,,-0.07,
2014-10-07,0.91,,0.16,,-0.07,
2014-10-08,0.89,,0.14,,-0.07,
2014-10-09,0.88,,0.14,,-0.07,
2014-10-10,0.89,,0.14,,-0.06,
2014-10-11,.,No value available,.,No value available,.,No value available
2014-10-12,.,No value available,.,No value available,.,No value available
2014-10-13,0.89,,0.16,,-0.05,
2014-10-14,0.85,,0.14,,-0.05,
2014-10-15,0.81,,0.13,,-0.06,
2014-10-16,0.74,,0.11,,-0.06,
2014-10-17,0.85,,0.17,,-0.05,
2014-10-18,.,No value available,.,No value available,.,No value available
2014-10-19,.,No value available,.,No value available,.,No value available
2014-10-20,0.83,,0.15,,-0.06,
2014-10-21,0.85,,0.15,,-0.06,
2014-10-22,0.85,,0.14,,-0.05,
2014-10-23,0.88,,0.16,,-0.04,
2014-10-24,0.88,,0.15,,-0.05,
2014-10-25,.,No value available,.,No value available,.,No value available
2014-10-26,.,No value available,.,No value available,.,No value available
2014-10-27,0.88,,0.16,,-0.04,
2014-10-28,0.87,,0.16,,-0.04,
2014-10-29,0.87,,0.16,,-0.04,
2014-10-30,0.87,,0.15,,-0.05,
2014-10-31,0.84,,0.14,,-0.05,
2014-11-01,.,No value available,.,No value available,.,No value available
2014-11-02,.,No value available,.,No value available,.,No value available
2014-11-03,0.84,,0.12,,-0.06,
2014-11-04,0.82,,0.12,,-0.06,
2014-11-05,0.83,,0.13,,-0.05,
2014-11-06,0.83,,0.12,,-0.06,
2014-11-07,0.85,,0.13,,-0.06,
2014-11-08,.,No value available,.,No value available,.,No value available
2014-11-09,.,No value available,.,No value available,.,No value available
2014-11-10,0.81,,0.11,,-0.06,
2014-11-11,0.84,,0.13,,-0.05,
2014-11-12,0.81,,0.11,,-0.05,
2014-11-13,0.81,,0.11,,-0.05,
2014-11-14,0.79,,0.10,,-0.05,
2014-11-15,.,No value available,.,No value available,.,No value available
2014-11-16,.,No value available,.,No value available,.,No value available
2014-11-17,0.78,,0.11,,-0.05,
2014-11-18,0.80,,0.12,,-0.04,
2014-11-19,0.82,,0.15,,-0.02,
2014-11-20,0.81,,0.16,,-0.02,
2014-11-21,0.77,,0.12,,-0.04,
2014-11-22,.,No value available,.,No value available,.,No value available
2014-11-23,.,No value available,.,No value available,.,No value available
2014-11-24,0.78,,0.12,,-0.05,
2014-11-25,0.76,,0.12,,-0.05,
2014-11-26,0.74,,0.11,,-0.04,
2014-11-27,0.71,,0.10,,-0.05,
2014-11-28,0.70,,0.11,,-0.04,
2014-11-29,.,No value available,.,No value available,.,No value available
2014-11-30,.,No value available,.,No value available,.,No value available
2014-12-01,0.70,,0.12,,-0.03,
2014-12-02,0.74,,0.14,,-0.03,
2014-12-03,0.74,,0.14,,-0.03,
2014-12-04,0.76,,0.12,,-0.04,
2014-12-05,0.77,,0.13,,-0.03,
2014-12-06,.,No value available,.,No value available,.,No value available
2014-12-07,.,No value available,.,No value available,.,No value available
2014-12-08,0.75,,0.11,,-0.03,
2014-12-09,0.71,,0.11,,-0.04,
2014-12-10,0.69,,0.10,,-0.04,
2014-12-11,0.67,,0.09,,-0.03,
2014-12-12,0.64,,0.08,,-0.04,
2014-12-13,.,No value available,.,No value available,.,No value available
2014-12-14,.,No value available,.,No value available,.,No value available
2014-12-15,0.64,,0.09,,-0.05,
2014-12-16,0.61,,0.07,,-0.07,
2014-12-17,0.60,,0.07,,-0.07,
2014-12-18,0.59,,0.06,,-0.09,
2014-12-19,0.61,,0.06,,-0.09,
2014-12-20,.,No value available,.,No value available,.,No value available
2014-12-21,.,No value available,.,No value available,.,No value available
2014-12-22,0.59,,0.06,,-0.09,
2014-12-23,0.59,,0.05,,-0.10,
2014-12-24,.,Missing value; holiday or weekend,.,Missing value; holiday or weekend,.,Missing value; holiday or weekend
2014-12-25,.,Missing value; holiday or weekend,.,Missing value; holiday or weekend,.,Missing value; holiday or weekend
2014-12-26,.,Missing value; holiday or weekend,.,Missing value; holiday or weekend,.,Missing value; holiday or weekend
2014-12-27,.,No value available,.,No value available,.,No value available
2014-12-28,.,No value available,.,No value available,.,No value available
2014-12-29,0.57,,0.04,,-0.10,
2014-12-30,0.56,,0.02,,-0.10,
2014-12-31,.,Missing value; holiday or weekend,.,Missing value; holiday or weekend,.,Missing value; holiday or weekend
2015-01-01,.,Missing value; holiday or weekend,.,Missing value; holiday or weekend,.,Missing value; holiday or weekend
2015-01-02,0.54,,0.01,,-0.11,
2015-01-03,.,No value available,.,No value available,.,No value available
2015-01-04,.,No value available,.,No value available,.,No value available
2015-01-05,0.51,,0.00,,-0.11,
2015-01-06,0.49,,0.00,,-0.11,
2015-01-07,0.46,,-0.01,,-0.11,
2015-01-08,0.49,,0.00,,-0.11,
2015-01-09,0.50,,0.00,,-0.11,
2015-01-10,.,No value available,.,No value available,.,No value available
2015-01-11,.,No value available,.,No value available,.,No value available
2015-01-12,0.50,,0.02,,-0.11,
2015-01-13,0.46,,0.00,,-0.12,
2015-01-14,0.52,,-0.01,,-0.12,
2015-01-15,0.49,,-0.02,,-0.14,
2015-01-16,0.45,,-0.05,,-0.16,
2015-01-17,.,No value available,.,No value available,.,No value available
2015-01-18,.,No value available,.,No value available,.,No value available
2015-01-19,0.44,,-0.06,,-0.17,
